dteday,yr,mnth,hr,holiday,weekday,weathersit,temp,hum,windspeed,cnt,cnt_log1p
2011-08-12,0,8,15,0,5,1,0.8,0.29,0.1642,249,5.521460917862246
2011-08-12,0,8,16,0,5,1,0.82,0.28,0.0,334,5.814130531825066
2011-08-12,0,8,17,0,5,1,0.82,0.26,0.0,516,6.248042874508429
2011-08-12,0,8,18,0,5,1,0.76,0.4,0.2985,465,6.144185634125646
2011-08-12,0,8,19,0,5,1,0.74,0.42,0.2239,385,5.955837369464831
2011-08-12,0,8,20,0,5,1,0.72,0.42,0.2239,287,5.662960480135946
2011-08-12,0,8,21,0,5,1,0.7,0.48,0.1343,226,5.424950017481403
2011-08-12,0,8,22,0,5,1,0.68,0.51,0.0,231,5.44673737166631
2011-08-12,0,8,23,0,5,1,0.68,0.51,0.0,151,5.0238805208462765
2011-08-13,0,8,0,0,6,1,0.68,0.51,0.1045,84,4.442651256490317
2011-08-13,0,8,1,0,6,2,0.68,0.57,0.0896,77,4.356708826689592
2011-08-13,0,8,2,0,6,1,0.68,0.57,0.0,74,4.31748811353631
2011-08-13,0,8,3,0,6,1,0.66,0.65,0.1343,27,3.332204510175204
2011-08-13,0,8,4,0,6,2,0.64,0.73,0.1343,10,2.3978952727983707
2011-08-13,0,8,5,0,6,1,0.64,0.73,0.1045,18,2.9444389791664403
2011-08-13,0,8,6,0,6,1,0.64,0.73,0.0896,22,3.1354942159291497
2011-08-13,0,8,7,0,6,2,0.66,0.74,0.194,44,3.8066624897703196
2011-08-13,0,8,8,0,6,2,0.7,0.65,0.1642,118,4.77912349311153
2011-08-13,0,8,9,0,6,2,0.7,0.74,0.1642,208,5.342334251964811
2011-08-13,0,8,10,0,6,2,0.72,0.74,0.2239,260,5.564520407322694
2011-08-13,0,8,11,0,6,2,0.74,0.7,0.194,314,5.752572638825633
2011-08-13,0,8,12,0,6,2,0.66,0.89,0.1642,421,6.045005314036012
2011-08-13,0,8,13,0,6,2,0.74,0.74,0.3284,153,5.0369526024136295
2011-08-13,0,8,14,0,6,1,0.74,0.7,0.2537,259,5.560681631015528
2011-08-13,0,8,15,0,6,3,0.68,0.79,0.3582,358,5.883322388488279
2011-08-13,0,8,16,0,6,2,0.7,0.74,0.2836,281,5.641907070938114
2011-08-13,0,8,17,0,6,2,0.72,0.74,0.2537,269,5.598421958998375
2011-08-13,0,8,18,0,6,1,0.7,0.74,0.2239,292,5.680172609017068
2011-08-13,0,8,19,0,6,2,0.68,0.79,0.2836,237,5.472270673671475
2011-08-13,0,8,20,0,6,2,0.68,0.83,0.2239,183,5.214935757608986
2011-08-13,0,8,21,0,6,2,0.68,0.83,0.3881,167,5.123963979403259
2011-08-13,0,8,22,0,6,2,0.68,0.83,0.3881,154,5.043425116919247
2011-08-13,0,8,23,0,6,2,0.66,0.83,0.3284,120,4.795790545596741
2011-08-14,0,8,0,0,0,3,0.66,0.83,0.2985,90,4.51085950651685
2011-08-14,0,8,1,0,0,3,0.64,0.89,0.2239,73,4.30406509320417
2011-08-14,0,8,2,0,0,3,0.64,0.89,0.2239,62,4.143134726391533
2011-08-14,0,8,3,0,0,2,0.64,0.94,0.2537,27,3.332204510175204
2011-08-14,0,8,4,0,0,3,0.64,0.94,0.194,3,1.3862943611198906
2011-08-14,0,8,5,0,0,2,0.64,0.94,0.1642,10,2.3978952727983707
2011-08-14,0,8,6,0,0,2,0.64,0.94,0.1045,6,1.9459101490553132
2011-08-14,0,8,7,0,0,2,0.66,0.89,0.194,24,3.2188758248682006
2011-08-14,0,8,8,0,0,2,0.66,0.89,0.2836,41,3.7376696182833684
2011-08-14,0,8,9,0,0,3,0.66,0.89,0.2836,103,4.6443908991413725
2011-08-14,0,8,10,0,0,1,0.7,0.79,0.2239,183,5.214935757608986
2011-08-14,0,8,11,0,0,1,0.7,0.79,0.194,198,5.293304824724492
2011-08-14,0,8,12,0,0,2,0.7,0.79,0.2239,281,5.641907070938114
2011-08-14,0,8,13,0,0,1,0.72,0.74,0.2537,377,5.934894195619588
2011-08-14,0,8,14,0,0,1,0.74,0.7,0.194,370,5.916202062607435
2011-08-14,0,8,15,0,0,1,0.74,0.66,0.194,331,5.805134968916488
2011-08-14,0,8,16,0,0,1,0.74,0.66,0.1642,292,5.680172609017068
2011-08-14,0,8,17,0,0,1,0.76,0.62,0.1343,329,5.799092654460526
2011-08-14,0,8,18,0,0,1,0.74,0.66,0.1642,347,5.8522024797744745
2011-08-14,0,8,19,0,0,1,0.72,0.74,0.2239,259,5.560681631015528
2011-08-14,0,8,20,0,0,1,0.7,0.84,0.1642,193,5.267858159063328
2011-08-14,0,8,21,0,0,3,0.6,0.88,0.4925,155,5.049856007249537
2011-08-14,0,8,22,0,0,3,0.6,0.88,0.4925,39,3.6888794541139363
2011-08-14,0,8,23,0,0,3,0.6,0.83,0.0,27,3.332204510175204
2011-08-15,0,8,0,0,1,3,0.6,0.88,0.0896,25,3.258096538021482
2011-08-15,0,8,1,0,1,2,0.6,0.88,0.1343,10,2.3978952727983707
2011-08-15,0,8,2,0,1,2,0.6,0.83,0.0,3,1.3862943611198906
2011-08-15,0,8,3,0,1,1,0.6,0.83,0.194,7,2.0794415416798357
2011-08-15,0,8,4,0,1,1,0.6,0.83,0.1343,5,1.791759469228055
2011-08-15,0,8,5,0,1,2,0.6,0.88,0.194,17,2.8903717578961645
2011-08-15,0,8,6,0,1,1,0.6,0.88,0.2537,90,4.51085950651685
2011-08-15,0,8,7,0,1,1,0.6,0.88,0.2537,258,5.556828061699537
2011-08-15,0,8,8,0,1,1,0.64,0.78,0.3284,355,5.87493073085203
2011-08-15,0,8,9,0,1,1,0.64,0.78,0.3284,222,5.407171771460119
2011-08-15,0,8,10,0,1,1,0.68,0.69,0.2836,141,4.955827057601261
2011-08-15,0,8,11,0,1,2,0.72,0.62,0.2537,153,5.0369526024136295
2011-08-15,0,8,12,0,1,1,0.74,0.58,0.2836,178,5.187385805840755
2011-08-15,0,8,13,0,1,1,0.78,0.52,0.2836,193,5.267858159063328
2011-08-15,0,8,14,0,1,1,0.74,0.55,0.0896,151,5.0238805208462765
2011-08-15,0,8,15,0,1,3,0.74,0.55,0.2985,182,5.209486152841421
2011-08-15,0,8,16,0,1,1,0.74,0.55,0.3284,283,5.648974238161206
2011-08-15,0,8,17,0,1,1,0.74,0.51,0.2836,530,6.274762021241939
2011-08-15,0,8,18,0,1,1,0.7,0.65,0.194,483,6.182084906716632
2011-08-15,0,8,19,0,1,1,0.7,0.65,0.0,397,5.986452005284438
2011-08-15,0,8,20,0,1,1,0.66,0.74,0.1343,285,5.655991810819852
2011-08-15,0,8,21,0,1,1,0.66,0.65,0.194,184,5.220355825078324
2011-08-15,0,8,22,0,1,1,0.66,0.69,0.2537,98,4.59511985013459
2011-08-15,0,8,23,0,1,1,0.64,0.69,0.2239,88,4.48863636973214
2011-08-17,0,8,0,0,3,1,0.66,0.69,0.0896,24,3.2188758248682006
2011-08-17,0,8,1,0,3,1,0.64,0.73,0.1642,14,2.70805020110221
2011-08-17,0,8,2,0,3,1,0.66,0.69,0.0,6,1.9459101490553132
2011-08-17,0,8,3,0,3,1,0.64,0.78,0.0,5,1.791759469228055
2011-08-17,0,8,4,0,3,1,0.64,0.73,0.0,5,1.791759469228055
2011-08-17,0,8,5,0,3,1,0.64,0.73,0.0,28,3.367295829986474
2011-08-17,0,8,6,0,3,1,0.62,0.78,0.0,105,4.663439094112067
2011-08-17,0,8,7,0,3,1,0.66,0.65,0.0896,308,5.733341276897746
2011-08-17,0,8,8,0,3,1,0.7,0.54,0.1642,487,6.1903154058531475
2011-08-17,0,8,9,0,3,1,0.74,0.48,0.0896,209,5.3471075307174685
2011-08-17,0,8,10,0,3,1,0.76,0.43,0.0896,118,4.77912349311153
2011-08-17,0,8,11,0,3,1,0.78,0.43,0.1045,128,4.859812404361672
2011-08-17,0,8,12,0,3,1,0.8,0.43,0.2836,189,5.247024072160486
2011-08-17,0,8,13,0,3,1,0.8,0.41,0.194,176,5.176149732573829
2011-08-17,0,8,14,0,3,1,0.82,0.36,0.1642,192,5.262690188904886
2011-08-17,0,8,15,0,3,1,0.8,0.43,0.1343,159,5.075173815233827
2011-08-17,0,8,16,0,3,1,0.82,0.43,0.2239,300,5.707110264748875
2011-08-17,0,8,17,0,3,1,0.8,0.49,0.2239,552,6.315358001522335
2011-08-17,0,8,18,0,3,1,0.76,0.55,0.2537,556,6.322565239927284
2011-08-17,0,8,19,0,3,1,0.76,0.55,0.2239,347,5.8522024797744745
2011-08-17,0,8,20,0,3,1,0.74,0.58,0.2537,280,5.638354669333745
2011-08-17,0,8,21,0,3,1,0.72,0.62,0.2239,230,5.442417710521793
2011-08-17,0,8,22,0,3,1,0.7,0.65,0.194,171,5.147494476813453
2011-08-17,0,8,23,0,3,1,0.7,0.65,0.2836,105,4.663439094112067
2011-08-18,0,8,0,0,4,1,0.68,0.65,0.1343,56,4.04305126783455
2011-08-18,0,8,1,0,4,2,0.66,0.65,0.1642,24,3.2188758248682006
2011-08-18,0,8,2,0,4,1,0.66,0.65,0.2239,6,1.9459101490553132
2011-08-18,0,8,3,0,4,1,0.66,0.69,0.2836,6,1.9459101490553132
2011-08-18,0,8,4,0,4,1,0.64,0.73,0.2239,9,2.302585092994046
2011-08-18,0,8,5,0,4,1,0.64,0.78,0.2836,27,3.332204510175204
2011-08-18,0,8,6,0,4,2,0.64,0.78,0.2537,103,4.6443908991413725
2011-08-18,0,8,7,0,4,1,0.64,0.78,0.2985,308,5.733341276897746
2011-08-18,0,8,8,0,4,1,0.66,0.74,0.2836,420,6.042632833682381
2011-08-18,0,8,9,0,4,1,0.72,0.66,0.2537,228,5.43372200355424
2011-08-18,0,8,10,0,4,1,0.74,0.66,0.2537,129,4.867534450455582
2011-08-18,0,8,11,0,4,1,0.76,0.58,0.2537,141,4.955827057601261
2011-08-18,0,8,12,0,4,1,0.8,0.52,0.2836,173,5.159055299214529
2011-08-18,0,8,13,0,4,1,0.8,0.52,0.3582,187,5.236441962829949
2011-08-18,0,8,14,0,4,1,0.82,0.46,0.3284,182,5.209486152841421
2011-08-18,0,8,15,0,4,1,0.8,0.46,0.3582,174,5.1647859739235145
2011-08-18,0,8,16,0,4,1,0.8,0.46,0.3582,245,5.5053315359323625
2011-08-18,0,8,17,0,4,3,0.8,0.46,0.2985,409,6.016157159698354
2011-08-18,0,8,18,0,4,3,0.76,0.55,0.2537,274,5.616771097666572
2011-08-18,0,8,19,0,4,1,0.66,0.83,0.1045,141,4.955827057601261
2011-08-18,0,8,20,0,4,1,0.66,0.83,0.1045,165,5.111987788356544
2011-08-18,0,8,21,0,4,2,0.68,0.79,0.0,149,5.0106352940962555
2011-08-18,0,8,22,0,4,2,0.7,0.74,0.1045,135,4.912654885736052
2011-08-18,0,8,23,0,4,2,0.7,0.74,0.1343,114,4.74493212836325
2011-08-19,0,8,0,0,5,3,0.68,0.69,0.194,62,4.143134726391533
2011-08-19,0,8,1,0,5,3,0.64,0.89,0.0,20,3.044522437723423
2011-08-19,0,8,2,0,5,3,0.64,0.83,0.0,8,2.1972245773362196
2011-08-19,0,8,3,0,5,1,0.64,0.78,0.0,3,1.3862943611198906
2011-08-19,0,8,4,0,5,1,0.64,0.83,0.0,8,2.1972245773362196
2011-08-19,0,8,5,0,5,1,0.64,0.83,0.0,17,2.8903717578961645
2011-08-19,0,8,6,0,5,1,0.64,0.83,0.0,93,4.543294782270004
2011-08-19,0,8,7,0,5,2,0.66,0.83,0.0896,263,5.575949103146316
2011-08-19,0,8,8,0,5,2,0.66,0.83,0.0,398,5.988961416889864
2011-08-19,0,8,9,0,5,1,0.7,0.65,0.1343,218,5.389071729816501
2011-08-19,0,8,10,0,5,1,0.72,0.62,0.0896,165,5.111987788356544
2011-08-19,0,8,11,0,5,2,0.72,0.66,0.0896,165,5.111987788356544
2011-08-19,0,8,12,0,5,2,0.74,0.62,0.0896,222,5.407171771460119
2011-08-19,0,8,13,0,5,2,0.76,0.62,0.194,232,5.4510384535657
2011-08-19,0,8,14,0,5,1,0.78,0.55,0.194,220,5.3981627015177525
2011-08-19,0,8,15,0,5,1,0.8,0.49,0.1045,222,5.407171771460119
2011-08-19,0,8,16,0,5,1,0.8,0.49,0.0,327,5.793013608384144
2011-08-19,0,8,17,0,5,1,0.76,0.58,0.5224,527,6.269096283706261
2011-08-19,0,8,18,0,5,1,0.76,0.58,0.5224,425,6.054439346269371
2011-08-19,0,8,19,0,5,3,0.62,0.73,0.4627,165,5.111987788356544
2011-08-19,0,8,20,0,5,3,0.62,0.83,0.2985,58,4.07753744390572
2011-08-19,0,8,21,0,5,1,0.62,0.83,0.1343,107,4.68213122712422
2011-08-19,0,8,22,0,5,1,0.6,0.88,0.1343,122,4.812184355372417
2011-08-19,0,8,23,0,5,2,0.6,0.88,0.0896,106,4.672828834461906
2011-08-21,0,8,0,0,0,1,0.7,0.74,0.194,74,4.31748811353631
2011-08-21,0,8,1,0,0,1,0.68,0.79,0.2239,86,4.465908118654584
2011-08-21,0,8,2,0,0,1,0.68,0.79,0.194,64,4.174387269895637
2011-08-21,0,8,3,0,0,1,0.66,0.83,0.2239,51,3.9512437185814275
2011-08-21,0,8,4,0,0,1,0.68,0.83,0.2239,6,1.9459101490553132
2011-08-21,0,8,5,0,0,1,0.66,0.89,0.2985,8,2.1972245773362196
2011-08-21,0,8,6,0,0,1,0.66,0.89,0.2836,14,2.70805020110221
2011-08-21,0,8,7,0,0,1,0.68,0.83,0.2985,31,3.4657359027997265
2011-08-21,0,8,8,0,0,1,0.7,0.79,0.2239,92,4.532599493153256
2011-08-21,0,8,9,0,0,1,0.72,0.74,0.2239,231,5.44673737166631
2011-08-21,0,8,10,0,0,1,0.74,0.74,0.2537,274,5.616771097666572
2011-08-21,0,8,11,0,0,1,0.8,0.63,0.2836,313,5.749392985908253
2011-08-21,0,8,12,0,0,1,0.82,0.59,0.2836,374,5.926926025970411
2011-08-21,0,8,13,0,0,1,0.8,0.59,0.4179,310,5.739792912179234
2011-08-21,0,8,14,0,0,3,0.7,0.79,0.3881,235,5.4638318050256105
2011-08-21,0,8,15,0,0,1,0.7,0.84,0.2836,68,4.23410650459726
2011-08-21,0,8,16,0,0,1,0.72,0.79,0.1642,258,5.556828061699537
2011-08-21,0,8,17,0,0,1,0.72,0.79,0.1343,270,5.602118820879701
2011-08-21,0,8,18,0,0,1,0.72,0.79,0.2537,311,5.7430031878094825
2011-08-21,0,8,19,0,0,1,0.72,0.7,0.2537,282,5.645446897643238
2011-08-21,0,8,20,0,0,1,0.7,0.79,0.2537,181,5.204006687076795
2011-08-21,0,8,21,0,0,1,0.7,0.79,0.2537,138,4.9344739331306915
2011-08-21,0,8,22,0,0,2,0.7,0.79,0.194,134,4.90527477843843
2011-08-21,0,8,23,0,0,1,0.7,0.74,0.1642,68,4.23410650459726
2011-08-22,0,8,0,0,1,1,0.68,0.79,0.1642,40,3.713572066704308
2011-08-22,0,8,1,0,1,1,0.68,0.79,0.0896,21,3.091042453358316
2011-08-22,0,8,2,0,1,2,0.7,0.65,0.1045,8,2.1972245773362196
2011-08-22,0,8,3,0,1,3,0.7,0.65,0.1343,5,1.791759469228055
2011-08-22,0,8,4,0,1,1,0.68,0.65,0.194,12,2.5649493574615367
2011-08-22,0,8,5,0,1,1,0.66,0.65,0.3582,24,3.2188758248682006
2011-08-22,0,8,6,0,1,1,0.66,0.61,0.2985,112,4.727387818712341
2011-08-22,0,8,7,0,1,1,0.66,0.61,0.3284,281,5.641907070938114
2011-08-22,0,8,8,0,1,1,0.66,0.61,0.3284,351,5.863631175598097
2011-08-22,0,8,9,0,1,1,0.68,0.54,0.2537,187,5.236441962829949
2011-08-22,0,8,10,0,1,1,0.7,0.48,0.2836,121,4.804021044733257
2011-08-22,0,8,11,0,1,1,0.72,0.34,0.3284,131,4.882801922586371
2011-08-22,0,8,12,0,1,1,0.74,0.35,0.3881,207,5.337538079701318
2011-08-22,0,8,13,0,1,1,0.74,0.3,0.4627,205,5.327876168789581
2011-08-22,0,8,14,0,1,1,0.74,0.3,0.3881,225,5.420534999272286
2011-08-22,0,8,15,0,1,1,0.74,0.3,0.2985,199,5.298317366548036
2011-08-22,0,8,16,0,1,1,0.74,0.3,0.3881,320,5.771441123130016
2011-08-22,0,8,17,0,1,1,0.74,0.27,0.3284,591,6.3835066348840055
2011-08-22,0,8,18,0,1,1,0.72,0.28,0.2985,609,6.413458957167357
2011-08-22,0,8,19,0,1,1,0.7,0.3,0.2836,416,6.0330862217988015
2011-08-22,0,8,20,0,1,1,0.66,0.34,0.194,268,5.594711379601839
2011-08-22,0,8,21,0,1,1,0.64,0.38,0.194,208,5.342334251964811
2011-08-22,0,8,22,0,1,1,0.64,0.38,0.2985,153,5.0369526024136295
2011-08-22,0,8,23,0,1,1,0.62,0.41,0.2537,64,4.174387269895637
2011-08-25,0,8,0,0,4,1,0.68,0.74,0.2985,52,3.970291913552122
2011-08-25,0,8,1,0,4,1,0.68,0.69,0.3881,15,2.772588722239781
2011-08-25,0,8,2,0,4,1,0.68,0.69,0.3881,5,1.791759469228055
2011-08-25,0,8,3,0,4,1,0.66,0.74,0.3284,4,1.6094379124341003
2011-08-25,0,8,4,0,4,1,0.66,0.78,0.3881,7,2.0794415416798357
2011-08-25,0,8,5,0,4,1,0.66,0.83,0.4179,26,3.295836866004329
2011-08-25,0,8,6,0,4,1,0.66,0.83,0.3284,102,4.634728988229636
2011-08-25,0,8,7,0,4,2,0.68,0.79,0.3284,313,5.749392985908253
2011-08-25,0,8,8,0,4,2,0.7,0.74,0.2985,484,6.184148890937483
2011-08-25,0,8,9,0,4,2,0.72,0.7,0.2985,162,5.093750200806762
2011-08-25,0,8,10,0,4,2,0.74,0.66,0.2985,142,4.962844630259907
2011-08-25,0,8,11,0,4,3,0.7,0.79,0.0,151,5.0238805208462765
2011-08-25,0,8,12,0,4,3,0.7,0.79,0.0,41,3.7376696182833684
2011-08-25,0,8,13,0,4,1,0.7,0.79,0.1045,37,3.6375861597263857
2011-08-25,0,8,14,0,4,2,0.72,0.74,0.0,113,4.736198448394496
2011-08-25,0,8,15,0,4,2,0.74,0.7,0.0,132,4.890349128221754
2011-08-25,0,8,16,0,4,1,0.72,0.84,0.0,121,4.804021044733257
2011-08-25,0,8,17,0,4,1,0.72,0.84,0.0,312,5.746203190540153
2011-08-25,0,8,18,0,4,2,0.72,0.84,0.1343,408,6.013715156042802
2011-08-25,0,8,19,0,4,2,0.66,0.78,0.3284,272,5.60947179518496
2011-08-25,0,8,20,0,4,1,0.64,0.78,0.3582,225,5.420534999272286
2011-08-25,0,8,21,0,4,1,0.64,0.78,0.2836,187,5.236441962829949
2011-08-25,0,8,22,0,4,1,0.62,0.83,0.0,147,4.997212273764115
2011-08-25,0,8,23,0,4,1,0.62,0.83,0.0896,84,4.442651256490317
2011-08-26,0,8,0,0,5,1,0.62,0.83,0.1343,51,3.9512437185814275
2011-08-26,0,8,1,0,5,1,0.62,0.83,0.0,23,3.1780538303479458
2011-08-26,0,8,2,0,5,1,0.62,0.88,0.1343,20,3.044522437723423
2011-08-26,0,8,3,0,5,1,0.6,0.88,0.1045,11,2.4849066497880004
2011-08-26,0,8,4,0,5,1,0.62,0.88,0.0,8,2.1972245773362196
2011-08-26,0,8,5,0,5,2,0.62,0.88,0.0,26,3.295836866004329
2011-08-26,0,8,6,0,5,1,0.62,0.88,0.0,105,4.663439094112067
2011-08-26,0,8,7,0,5,1,0.64,0.83,0.0,266,5.58724865840025
2011-08-26,0,8,8,0,5,1,0.66,0.83,0.1045,404,6.003887067106539
2011-08-26,0,8,9,0,5,1,0.7,0.74,0.0,230,5.442417710521793
2011-08-26,0,8,10,0,5,1,0.74,0.66,0.0896,123,4.820281565605037
2011-08-26,0,8,11,0,5,2,0.76,0.62,0.0,214,5.3706380281276624
2011-08-26,0,8,12,0,5,2,0.76,0.66,0.1045,243,5.497168225293202
2011-08-26,0,8,13,0,5,2,0.78,0.59,0.1045,237,5.472270673671475
2011-08-26,0,8,14,0,5,1,0.8,0.59,0.0,219,5.393627546352362
2011-08-26,0,8,15,0,5,2,0.8,0.59,0.194,249,5.521460917862246
2011-08-26,0,8,16,0,5,1,0.78,0.62,0.1045,343,5.840641657373398
2011-08-26,0,8,17,0,5,1,0.74,0.74,0.2537,489,6.194405391104672
2011-08-26,0,8,18,0,5,2,0.74,0.74,0.1343,410,6.018593214496234
2011-08-26,0,8,19,0,5,1,0.72,0.79,0.1045,290,5.673323267171493
2011-08-26,0,8,20,0,5,1,0.72,0.79,0.0896,222,5.407171771460119
2011-08-26,0,8,21,0,5,1,0.72,0.79,0.1642,190,5.25227342804663
2011-08-26,0,8,22,0,5,1,0.72,0.79,0.1045,152,5.030437921392435
2011-08-26,0,8,23,0,5,1,0.7,0.84,0.0896,136,4.919980925828125
2011-08-27,0,8,0,0,6,1,0.7,0.84,0.1045,145,4.983606621708336
2011-08-27,0,8,1,0,6,1,0.7,0.84,0.1642,64,4.174387269895637
2011-08-27,0,8,2,0,6,1,0.7,0.84,0.194,77,4.356708826689592
2011-08-27,0,8,3,0,6,2,0.7,0.84,0.2239,30,3.4339872044851463
2011-08-27,0,8,4,0,6,2,0.7,0.84,0.2239,4,1.6094379124341003
2011-08-27,0,8,5,0,6,2,0.7,0.84,0.2985,12,2.5649493574615367
2011-08-27,0,8,6,0,6,2,0.7,0.84,0.2985,18,2.9444389791664403
2011-08-27,0,8,7,0,6,2,0.7,0.84,0.3582,28,3.367295829986474
2011-08-27,0,8,8,0,6,2,0.7,0.84,0.2537,76,4.343805421853684
2011-08-27,0,8,9,0,6,2,0.7,0.84,0.4179,156,5.056245805348308
2011-08-27,0,8,10,0,6,2,0.7,0.79,0.4627,205,5.327876168789581
2011-08-27,0,8,11,0,6,3,0.66,0.89,0.4179,88,4.48863636973214
2011-08-27,0,8,12,0,6,3,0.66,0.83,0.4925,76,4.343805421853684
2011-08-27,0,8,13,0,6,3,0.66,0.83,0.3881,43,3.784189633918261
2011-08-27,0,8,14,0,6,3,0.64,0.89,0.5522,23,3.1780538303479458
2011-08-27,0,8,15,0,6,3,0.64,0.89,0.5522,30,3.4339872044851463
2011-08-27,0,8,16,0,6,3,0.64,0.89,0.5224,24,3.2188758248682006
2011-08-27,0,8,17,0,6,3,0.64,0.89,0.8358,16,2.833213344056216
2011-08-28,0,8,7,0,0,3,0.62,0.83,0.3582,1,0.6931471805599453
2011-08-28,0,8,8,0,0,3,0.62,0.83,0.4179,8,2.1972245773362196
2011-08-28,0,8,9,0,0,1,0.66,0.74,0.4179,53,3.9889840465642745
2011-08-28,0,8,10,0,0,1,0.7,0.61,0.6119,142,4.962844630259907
2011-08-28,0,8,11,0,0,1,0.7,0.58,0.3881,237,5.472270673671475
2011-08-28,0,8,12,0,0,1,0.74,0.51,0.3881,306,5.726847747587197
2011-08-28,0,8,13,0,0,1,0.76,0.45,0.3582,431,6.068425588244111
2011-08-28,0,8,14,0,0,1,0.78,0.43,0.4179,447,6.104793232414985
2011-08-28,0,8,15,0,0,1,0.78,0.43,0.3582,469,6.152732694704104
2011-08-28,0,8,16,0,0,1,0.8,0.36,0.3881,491,6.198478716492308
2011-08-28,0,8,17,0,0,1,0.76,0.4,0.2985,398,5.988961416889864
2011-08-28,0,8,18,0,0,1,0.74,0.42,0.2239,402,5.998936561946683
2011-08-28,0,8,19,0,0,1,0.72,0.48,0.1045,387,5.961005339623274
2011-08-28,0,8,20,0,0,1,0.72,0.45,0.1045,214,5.3706380281276624
2011-08-28,0,8,21,0,0,1,0.66,0.61,0.1343,186,5.231108616854587
2011-08-28,0,8,22,0,0,1,0.64,0.69,0.1045,98,4.59511985013459
2011-08-28,0,8,23,0,0,1,0.62,0.73,0.1045,64,4.174387269895637
2011-08-29,0,8,0,0,1,1,0.62,0.73,0.1045,34,3.5553480614894135
2011-08-29,0,8,1,0,1,1,0.6,0.69,0.1045,20,3.044522437723423
2011-08-29,0,8,2,0,1,1,0.6,0.69,0.194,13,2.6390573296152584
2011-08-29,0,8,3,0,1,1,0.6,0.69,0.1045,6,1.9459101490553132
2011-08-29,0,8,4,0,1,1,0.56,0.68,0.1343,3,1.3862943611198906
2011-08-29,0,8,5,0,1,1,0.56,0.73,0.1343,17,2.8903717578961645
2011-08-29,0,8,6,0,1,1,0.56,0.73,0.1343,102,4.634728988229636
2011-08-29,0,8,7,0,1,1,0.6,0.6,0.2239,284,5.652489180268651
2011-08-29,0,8,8,0,1,1,0.62,0.57,0.2537,404,6.003887067106539
2011-08-29,0,8,9,0,1,1,0.62,0.53,0.2537,188,5.241747015059643
2011-08-29,0,8,10,0,1,1,0.66,0.47,0.2239,115,4.7535901911063645
2011-08-29,0,8,11,0,1,1,0.66,0.47,0.1642,138,4.9344739331306915
2011-08-29,0,8,12,0,1,2,0.68,0.44,0.1642,207,5.337538079701318
2011-08-29,0,8,13,0,1,2,0.7,0.39,0.0,218,5.389071729816501
2011-08-29,0,8,14,0,1,1,0.7,0.42,0.0,182,5.209486152841421
2011-08-29,0,8,15,0,1,1,0.7,0.42,0.1642,220,5.3981627015177525
2011-08-29,0,8,16,0,1,1,0.72,0.42,0.1642,282,5.645446897643238
2011-08-29,0,8,17,0,1,2,0.7,0.47,0.2239,591,6.3835066348840055
2011-08-29,0,8,18,0,1,1,0.66,0.47,0.2537,547,6.306275286948016
2011-08-29,0,8,19,0,1,1,0.66,0.47,0.2537,367,5.908082938168931
2011-08-29,0,8,20,0,1,1,0.64,0.53,0.1642,277,5.627621113690637
2011-08-29,0,8,21,0,1,1,0.64,0.53,0.194,202,5.313205979041787
2011-08-29,0,8,22,0,1,1,0.62,0.57,0.1343,142,4.962844630259907
2011-08-29,0,8,23,0,1,1,0.6,0.6,0.0896,75,4.330733340286331
2011-08-30,0,8,0,0,2,1,0.56,0.73,0.1343,27,3.332204510175204
2011-08-30,0,8,1,0,2,1,0.56,0.68,0.1045,13,2.6390573296152584
2011-08-30,0,8,2,0,2,1,0.54,0.73,0.1045,10,2.3978952727983707
2011-08-30,0,8,3,0,2,1,0.54,0.73,0.194,4,1.6094379124341003
2011-08-30,0,8,4,0,2,1,0.52,0.77,0.1642,6,1.9459101490553132
2011-08-30,0,8,5,0,2,1,0.52,0.77,0.0896,28,3.367295829986474
2011-08-30,0,8,6,0,2,1,0.54,0.73,0.1045,119,4.787491742782046
2011-08-30,0,8,7,0,2,1,0.56,0.68,0.1343,357,5.8805329864007
2011-08-30,0,8,8,0,2,1,0.62,0.57,0.1343,493,6.202535517187923
2011-08-30,0,8,9,0,2,1,0.66,0.5,0.2239,218,5.389071729816501
2011-08-30,0,8,10,0,2,1,0.7,0.39,0.2239,137,4.927253685157205
2011-08-30,0,8,11,0,2,1,0.72,0.37,0.194,175,5.170483995038151
2011-08-30,0,8,12,0,2,1,0.72,0.37,0.0,237,5.472270673671475
2011-08-30,0,8,13,0,2,1,0.74,0.35,0.1045,229,5.438079308923196
2011-08-30,0,8,14,0,2,1,0.74,0.33,0.1642,209,5.3471075307174685
2011-08-30,0,8,15,0,2,1,0.74,0.35,0.2239,196,5.2832037287379885
2011-08-30,0,8,16,0,2,1,0.74,0.37,0.1642,337,5.823045895483019
2011-08-30,0,8,17,0,2,1,0.72,0.42,0.194,611,6.416732282512326
2011-08-30,0,8,18,0,2,1,0.7,0.45,0.1642,576,6.3578422665081
2011-08-30,0,8,19,0,2,1,0.66,0.5,0.0896,465,6.144185634125646
2011-08-30,0,8,20,0,2,1,0.66,0.5,0.0,298,5.700443573390687
2011-08-30,0,8,21,0,2,1,0.64,0.65,0.0896,223,5.4116460518550396
2011-08-30,0,8,22,0,2,1,0.62,0.61,0.0,143,4.969813299576001
